original,sanitized
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of phase L1 (%),spes_solaris_1527_kwp_darali__pcc_current_thd_r_of_phase_l1__pct
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of phase L2 (%),spes_solaris_1527_kwp_darali__pcc_current_thd_r_of_phase_l2__pct
[Spes Solaris 1527 KWp Darali] PCC PCC Current THD-R of phase L3 (%),spes_solaris_1527_kwp_darali__pcc_current_thd_r_of_phase_l3__pct
[Spes Solaris 1527 KWp Darali] PCC PCC active energy export (kWh),spes_solaris_1527_kwp_darali__pcc_active_energy_export__kwh
[Spes Solaris 1527 KWp Darali] PCC PCC active energy import (kWh),spes_solaris_1527_kwp_darali__pcc_active_energy_import__kwh
[Spes Solaris 1527 KWp Darali] PCC PCC apparent energy (kVAh),spes_solaris_1527_kwp_darali__pcc_apparent_energy__kvah
[Spes Solaris 1527 KWp Darali] PCC PCC average current (A),spes_solaris_1527_kwp_darali__pcc_average_current__a
[Spes Solaris 1527 KWp Darali] PCC PCC average line voltage (Vac),spes_solaris_1527_kwp_darali__pcc_average_line_voltage__vac
[Spes Solaris 1527 KWp Darali] PCC PCC average phase voltage (Vac),spes_solaris_1527_kwp_darali__pcc_average_phase_voltage__vac
[Spes Solaris 1527 KWp Darali] PCC PCC current of phase L1 (A),spes_solaris_1527_kwp_darali__pcc_current_of_phase_l1__a
[Spes Solaris 1527 KWp Darali] PCC PCC current of phase L2 (A),spes_solaris_1527_kwp_darali__pcc_current_of_phase_l2__a
[Spes Solaris 1527 KWp Darali] PCC PCC current of phase L3 (A),spes_solaris_1527_kwp_darali__pcc_current_of_phase_l3__a
[Spes Solaris 1527 KWp Darali] PCC PCC current unbalance of phase L1 (%),spes_solaris_1527_kwp_darali__pcc_current_unbalance_of_phase_l1__pct
[Spes Solaris 1527 KWp Darali] PCC PCC current unbalance of phase L2 (%),spes_solaris_1527_kwp_darali__pcc_current_unbalance_of_phase_l2__pct
[Spes Solaris 1527 KWp Darali] PCC PCC current unbalance of phase L3 (%),spes_solaris_1527_kwp_darali__pcc_current_unbalance_of_phase_l3__pct
[Spes Solaris 1527 KWp Darali] PCC PCC frequency (Hz),spes_solaris_1527_kwp_darali__pcc_frequency__hz
[Spes Solaris 1527 KWp Darali] PCC PCC power factor of phase L1 (-),spes_solaris_1527_kwp_darali__pcc_power_factor_of_phase_l1
[Spes Solaris 1527 KWp Darali] PCC PCC power factor of phase L2 (-),spes_solaris_1527_kwp_darali__pcc_power_factor_of_phase_l2
[Spes Solaris 1527 KWp Darali] PCC PCC power factor of phase L3 (-),spes_solaris_1527_kwp_darali__pcc_power_factor_of_phase_l3
[Spes Solaris 1527 KWp Darali] PCC PCC reactive energy export (kVArh),spes_solaris_1527_kwp_darali__pcc_reactive_energy_export__kvarh
[Spes Solaris 1527 KWp Darali] PCC PCC reactive energy import (kVArh),spes_solaris_1527_kwp_darali__pcc_reactive_energy_import__kvarh
[Spes Solaris 1527 KWp Darali] PCC PCC total power factor (-),spes_solaris_1527_kwp_darali__pcc_total_power_factor
[Spes Solaris 1527 KWp Darali] PCC PCC voltage of L1-L2 (Vac),spes_solaris_1527_kwp_darali__pcc_voltage_of_l1_l2__vac
[Spes Solaris 1527 KWp Darali] PCC PCC voltage of L2-L3 (Vac),spes_solaris_1527_kwp_darali__pcc_voltage_of_l2_l3__vac
[Spes Solaris 1527 KWp Darali] PCC PCC voltage of L3-L1 (Vac),spes_solaris_1527_kwp_darali__pcc_voltage_of_l3_l1__vac
[Spes Solaris 1527 KWp Darali] PCC Production active energy export (kWh),spes_solaris_1527_kwp_darali__pcc_production_active_energy_export__kwh
[Spes Solaris 1527 KWp Darali] PCC Production active energy import (kWh),spes_solaris_1527_kwp_darali__pcc_production_active_energy_import__kwh
[Spes Solaris 1527 KWp Darali] PCC Production apparent energy (kVAh),spes_solaris_1527_kwp_darali__pcc_production_apparent_energy__kvah
[Spes Solaris 1527 KWp Darali] PCC Production current of phase L1 (A),spes_solaris_1527_kwp_darali__pcc_production_current_of_phase_l1__a
[Spes Solaris 1527 KWp Darali] PCC Production current of phase L2 (A),spes_solaris_1527_kwp_darali__pcc_production_current_of_phase_l2__a
[Spes Solaris 1527 KWp Darali] PCC Production current of phase L3 (A),spes_solaris_1527_kwp_darali__pcc_production_current_of_phase_l3__a
[Spes Solaris 1527 KWp Darali] PCC Production frequency (Hz),spes_solaris_1527_kwp_darali__pcc_production_frequency__hz
[Spes Solaris 1527 KWp Darali] PCC Production reactive energy export (kVArh),spes_solaris_1527_kwp_darali__pcc_production_reactive_energy_export__kvarh
[Spes Solaris 1527 KWp Darali] PCC Production reactive energy import (kVArh),spes_solaris_1527_kwp_darali__pcc_production_reactive_energy_import__kvarh
[Spes Solaris 1527 KWp Darali] PCC Production total power factor (-),spes_solaris_1527_kwp_darali__pcc_production_total_power_factor
[Spes Solaris 1527 KWp Darali] PCC Production voltage of L1-L2 (Vac),spes_solaris_1527_kwp_darali__pcc_production_voltage_of_l1_l2__vac
[Spes Solaris 1527 KWp Darali] PCC Production voltage of L2-L3 (Vac),spes_solaris_1527_kwp_darali__pcc_production_voltage_of_l2_l3__vac
[Spes Solaris 1527 KWp Darali] PCC Production voltage of L3-L1 (Vac),spes_solaris_1527_kwp_darali__pcc_production_voltage_of_l3_l1__vac
[Spes Solaris 1527 KWp Darali] PCC Total Production active power (kW),spes_solaris_1527_kwp_darali__pcc_total_production_active_power__kw
[Spes Solaris 1527 KWp Darali] PCC Total Production apparent power (kVA),spes_solaris_1527_kwp_darali__pcc_total_production_apparent_power__kva
[Spes Solaris 1527 KWp Darali] PCC Total Production reactive power (kVAr),spes_solaris_1527_kwp_darali__pcc_total_production_reactive_power__kvar
[Spes Solaris 1527 KWp Darali] Spes Solaris 1527 KWp Darali Average Irradiance (W*m^-2),spes_solaris_1527_kwp_darali__spes_solaris_1527_kwp_darali_average_irradiance__w_m_2
[Spes Solaris 1986 KWp Lexaina] PCC PCC Current THD-R of phase L1 (%),spes_solaris_1986_kwp_lexaina__pcc_current_thd_r_of_phase_l1__pct
[Spes Solaris 1986 KWp Lexaina] PCC PCC Current THD-R of phase L2 (%),spes_solaris_1986_kwp_lexaina__pcc_current_thd_r_of_phase_l2__pct
[Spes Solaris 1986 KWp Lexaina] PCC PCC Current THD-R of phase L3 (%),spes_solaris_1986_kwp_lexaina__pcc_current_thd_r_of_phase_l3__pct
[Spes Solaris 1986 KWp Lexaina] PCC PCC active energy export (kWh),spes_solaris_1986_kwp_lexaina__pcc_active_energy_export__kwh
[Spes Solaris 1986 KWp Lexaina] PCC PCC active energy import (kWh),spes_solaris_1986_kwp_lexaina__pcc_active_energy_import__kwh
[Spes Solaris 1986 KWp Lexaina] PCC PCC apparent energy (kVAh),spes_solaris_1986_kwp_lexaina__pcc_apparent_energy__kvah
[Spes Solaris 1986 KWp Lexaina] PCC PCC current of phase L1 (A),spes_solaris_1986_kwp_lexaina__pcc_current_of_phase_l1__a
[Spes Solaris 1986 KWp Lexaina] PCC PCC current of phase L2 (A),spes_solaris_1986_kwp_lexaina__pcc_current_of_phase_l2__a
[Spes Solaris 1986 KWp Lexaina] PCC PCC current of phase L3 (A),spes_solaris_1986_kwp_lexaina__pcc_current_of_phase_l3__a
[Spes Solaris 1986 KWp Lexaina] PCC PCC frequency (Hz),spes_solaris_1986_kwp_lexaina__pcc_frequency__hz
[Spes Solaris 1986 KWp Lexaina] PCC PCC power factor of phase L1 (-),spes_solaris_1986_kwp_lexaina__pcc_power_factor_of_phase_l1
[Spes Solaris 1986 KWp Lexaina] PCC PCC power factor of phase L2 (-),spes_solaris_1986_kwp_lexaina__pcc_power_factor_of_phase_l2
[Spes Solaris 1986 KWp Lexaina] PCC PCC power factor of phase L3 (-),spes_solaris_1986_kwp_lexaina__pcc_power_factor_of_phase_l3
[Spes Solaris 1986 KWp Lexaina] PCC PCC reactive energy export (kVArh),spes_solaris_1986_kwp_lexaina__pcc_reactive_energy_export__kvarh
[Spes Solaris 1986 KWp Lexaina] PCC PCC reactive energy import (kVArh),spes_solaris_1986_kwp_lexaina__pcc_reactive_energy_import__kvarh
[Spes Solaris 1986 KWp Lexaina] PCC PCC total power factor (-),spes_solaris_1986_kwp_lexaina__pcc_total_power_factor
[Spes Solaris 1986 KWp Lexaina] PCC PCC voltage of L1-L2 (Vac),spes_solaris_1986_kwp_lexaina__pcc_voltage_of_l1_l2__vac
[Spes Solaris 1986 KWp Lexaina] PCC PCC voltage of L2-L3 (Vac),spes_solaris_1986_kwp_lexaina__pcc_voltage_of_l2_l3__vac
[Spes Solaris 1986 KWp Lexaina] PCC PCC voltage of L3-L1 (Vac),spes_solaris_1986_kwp_lexaina__pcc_voltage_of_l3_l1__vac
[Spes Solaris 1986 KWp Lexaina] PCC Production active energy export (kWh),spes_solaris_1986_kwp_lexaina__pcc_production_active_energy_export__kwh
[Spes Solaris 1986 KWp Lexaina] PCC Production active energy import (kWh),spes_solaris_1986_kwp_lexaina__pcc_production_active_energy_import__kwh
[Spes Solaris 1986 KWp Lexaina] PCC Production apparent energy (kVAh),spes_solaris_1986_kwp_lexaina__pcc_production_apparent_energy__kvah
[Spes Solaris 1986 KWp Lexaina] PCC Production current of phase L1 (A),spes_solaris_1986_kwp_lexaina__pcc_production_current_of_phase_l1__a
[Spes Solaris 1986 KWp Lexaina] PCC Production current of phase L2 (A),spes_solaris_1986_kwp_lexaina__pcc_production_current_of_phase_l2__a
[Spes Solaris 1986 KWp Lexaina] PCC Production current of phase L3 (A),spes_solaris_1986_kwp_lexaina__pcc_production_current_of_phase_l3__a
[Spes Solaris 1986 KWp Lexaina] PCC Production frequency (Hz),spes_solaris_1986_kwp_lexaina__pcc_production_frequency__hz
[Spes Solaris 1986 KWp Lexaina] PCC Production reactive energy export (kVArh),spes_solaris_1986_kwp_lexaina__pcc_production_reactive_energy_export__kvarh
[Spes Solaris 1986 KWp Lexaina] PCC Production reactive energy import (kVArh),spes_solaris_1986_kwp_lexaina__pcc_production_reactive_energy_import__kvarh
[Spes Solaris 1986 KWp Lexaina] PCC Production total power factor (-),spes_solaris_1986_kwp_lexaina__pcc_production_total_power_factor
[Spes Solaris 1986 KWp Lexaina] PCC Production voltage of L1-L2 (Vac),spes_solaris_1986_kwp_lexaina__pcc_production_voltage_of_l1_l2__vac
[Spes Solaris 1986 KWp Lexaina] PCC Production voltage of L2-L3 (Vac),spes_solaris_1986_kwp_lexaina__pcc_production_voltage_of_l2_l3__vac
[Spes Solaris 1986 KWp Lexaina] PCC Production voltage of L3-L1 (Vac),spes_solaris_1986_kwp_lexaina__pcc_production_voltage_of_l3_l1__vac
[Spes Solaris 1986 KWp Lexaina] PCC Total Production active power (kW),spes_solaris_1986_kwp_lexaina__pcc_total_production_active_power__kw
[Spes Solaris 1986 KWp Lexaina] PCC Total Production apparent power (kVA),spes_solaris_1986_kwp_lexaina__pcc_total_production_apparent_power__kva
[Spes Solaris 1986 KWp Lexaina] PCC Total Production reactive power (kVAr),spes_solaris_1986_kwp_lexaina__pcc_total_production_reactive_power__kvar
[Spes Solaris 1986 KWp Lexaina] Spes Solaris 1986 KWp Lexaina Average Irradiance (W*m^-2),spes_solaris_1986_kwp_lexaina__spes_solaris_1986_kwp_lexaina_average_irradiance__w_m_2
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of neutral (%),spes_solaris_201_kwp_konizos__pcc_current_thd_r_of_neutral__pct
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of phase L1 (%),spes_solaris_201_kwp_konizos__pcc_current_thd_r_of_phase_l1__pct
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of phase L2 (%),spes_solaris_201_kwp_konizos__pcc_current_thd_r_of_phase_l2__pct
[Spes Solaris 201 KWp Konizos] PCC PCC Current THD-R of phase L3 (%),spes_solaris_201_kwp_konizos__pcc_current_thd_r_of_phase_l3__pct
[Spes Solaris 201 KWp Konizos] PCC PCC active energy export (kWh),spes_solaris_201_kwp_konizos__pcc_active_energy_export__kwh
[Spes Solaris 201 KWp Konizos] PCC PCC active energy import (kWh),spes_solaris_201_kwp_konizos__pcc_active_energy_import__kwh
[Spes Solaris 201 KWp Konizos] PCC PCC apparent energy (kVAh),spes_solaris_201_kwp_konizos__pcc_apparent_energy__kvah
[Spes Solaris 201 KWp Konizos] PCC PCC current of phase L1 (A),spes_solaris_201_kwp_konizos__pcc_current_of_phase_l1__a
[Spes Solaris 201 KWp Konizos] PCC PCC current of phase L2 (A),spes_solaris_201_kwp_konizos__pcc_current_of_phase_l2__a
[Spes Solaris 201 KWp Konizos] PCC PCC current of phase L3 (A),spes_solaris_201_kwp_konizos__pcc_current_of_phase_l3__a
[Spes Solaris 201 KWp Konizos] PCC PCC current unbalance of phase L1 (%),spes_solaris_201_kwp_konizos__pcc_current_unbalance_of_phase_l1__pct
[Spes Solaris 201 KWp Konizos] PCC PCC current unbalance of phase L2 (%),spes_solaris_201_kwp_konizos__pcc_current_unbalance_of_phase_l2__pct
[Spes Solaris 201 KWp Konizos] PCC PCC current unbalance of phase L3 (%),spes_solaris_201_kwp_konizos__pcc_current_unbalance_of_phase_l3__pct
[Spes Solaris 201 KWp Konizos] PCC PCC frequency (Hz),spes_solaris_201_kwp_konizos__pcc_frequency__hz
[Spes Solaris 201 KWp Konizos] PCC PCC power factor of phase L1 (-),spes_solaris_201_kwp_konizos__pcc_power_factor_of_phase_l1
[Spes Solaris 201 KWp Konizos] PCC PCC power factor of phase L2 (-),spes_solaris_201_kwp_konizos__pcc_power_factor_of_phase_l2
[Spes Solaris 201 KWp Konizos] PCC PCC power factor of phase L3 (-),spes_solaris_201_kwp_konizos__pcc_power_factor_of_phase_l3
[Spes Solaris 201 KWp Konizos] PCC PCC reactive energy export (kVArh),spes_solaris_201_kwp_konizos__pcc_reactive_energy_export__kvarh
[Spes Solaris 201 KWp Konizos] PCC PCC reactive energy import (kVArh),spes_solaris_201_kwp_konizos__pcc_reactive_energy_import__kvarh
[Spes Solaris 201 KWp Konizos] PCC PCC total power factor (-),spes_solaris_201_kwp_konizos__pcc_total_power_factor
[Spes Solaris 201 KWp Konizos] PCC PCC voltage of L1-L2 (Vac),spes_solaris_201_kwp_konizos__pcc_voltage_of_l1_l2__vac
[Spes Solaris 201 KWp Konizos] PCC PCC voltage of L2-L3 (Vac),spes_solaris_201_kwp_konizos__pcc_voltage_of_l2_l3__vac
[Spes Solaris 201 KWp Konizos] PCC PCC voltage of L3-L1 (Vac),spes_solaris_201_kwp_konizos__pcc_voltage_of_l3_l1__vac
[Spes Solaris 201 KWp Konizos] PCC Production active energy export (kWh),spes_solaris_201_kwp_konizos__pcc_production_active_energy_export__kwh
[Spes Solaris 201 KWp Konizos] PCC Production active energy import (kWh),spes_solaris_201_kwp_konizos__pcc_production_active_energy_import__kwh
[Spes Solaris 201 KWp Konizos] PCC Production apparent energy (kVAh),spes_solaris_201_kwp_konizos__pcc_production_apparent_energy__kvah
[Spes Solaris 201 KWp Konizos] PCC Production current of phase L1 (A),spes_solaris_201_kwp_konizos__pcc_production_current_of_phase_l1__a
[Spes Solaris 201 KWp Konizos] PCC Production current of phase L2 (A),spes_solaris_201_kwp_konizos__pcc_production_current_of_phase_l2__a
[Spes Solaris 201 KWp Konizos] PCC Production current of phase L3 (A),spes_solaris_201_kwp_konizos__pcc_production_current_of_phase_l3__a
[Spes Solaris 201 KWp Konizos] PCC Production frequency (Hz),spes_solaris_201_kwp_konizos__pcc_production_frequency__hz
[Spes Solaris 201 KWp Konizos] PCC Production reactive energy export (kVArh),spes_solaris_201_kwp_konizos__pcc_production_reactive_energy_export__kvarh
[Spes Solaris 201 KWp Konizos] PCC Production reactive energy import (kVArh),spes_solaris_201_kwp_konizos__pcc_production_reactive_energy_import__kvarh
[Spes Solaris 201 KWp Konizos] PCC Production total power factor (-),spes_solaris_201_kwp_konizos__pcc_production_total_power_factor
[Spes Solaris 201 KWp Konizos] PCC Production voltage of L1-L2 (Vac),spes_solaris_201_kwp_konizos__pcc_production_voltage_of_l1_l2__vac
[Spes Solaris 201 KWp Konizos] PCC Production voltage of L2-L3 (Vac),spes_solaris_201_kwp_konizos__pcc_production_voltage_of_l2_l3__vac
[Spes Solaris 201 KWp Konizos] PCC Production voltage of L3-L1 (Vac),spes_solaris_201_kwp_konizos__pcc_production_voltage_of_l3_l1__vac
[Spes Solaris 201 KWp Konizos] PCC Total Production active power (kW),spes_solaris_201_kwp_konizos__pcc_total_production_active_power__kw
[Spes Solaris 201 KWp Konizos] PCC Total Production apparent power (kVA),spes_solaris_201_kwp_konizos__pcc_total_production_apparent_power__kva
[Spes Solaris 201 KWp Konizos] PCC Total Production reactive power (kVAr),spes_solaris_201_kwp_konizos__pcc_total_production_reactive_power__kvar
[Spes Solaris 201 KWp Konizos] Spes Solaris 201 KWp Konizos Average Irradiance (W*m^-2),spes_solaris_201_kwp_konizos__spes_solaris_201_kwp_konizos_average_irradiance__w_m_2
[Spes Solaris 500 KWp Kavasila] PCC PCC active energy export (kWh),spes_solaris_500_kwp_kavasila__pcc_active_energy_export__kwh
[Spes Solaris 500 KWp Kavasila] PCC PCC active energy import (kWh),spes_solaris_500_kwp_kavasila__pcc_active_energy_import__kwh
[Spes Solaris 500 KWp Kavasila] PCC PCC apparent energy (kVAh),spes_solaris_500_kwp_kavasila__pcc_apparent_energy__kvah
[Spes Solaris 500 KWp Kavasila] PCC PCC current of phase L1 (A),spes_solaris_500_kwp_kavasila__pcc_current_of_phase_l1__a
[Spes Solaris 500 KWp Kavasila] PCC PCC current of phase L2 (A),spes_solaris_500_kwp_kavasila__pcc_current_of_phase_l2__a
[Spes Solaris 500 KWp Kavasila] PCC PCC current of phase L3 (A),spes_solaris_500_kwp_kavasila__pcc_current_of_phase_l3__a
[Spes Solaris 500 KWp Kavasila] PCC PCC frequency (Hz),spes_solaris_500_kwp_kavasila__pcc_frequency__hz
[Spes Solaris 500 KWp Kavasila] PCC PCC reactive energy export (kVArh),spes_solaris_500_kwp_kavasila__pcc_reactive_energy_export__kvarh
[Spes Solaris 500 KWp Kavasila] PCC PCC reactive energy import (kVArh),spes_solaris_500_kwp_kavasila__pcc_reactive_energy_import__kvarh
[Spes Solaris 500 KWp Kavasila] PCC PCC total power factor (-),spes_solaris_500_kwp_kavasila__pcc_total_power_factor
[Spes Solaris 500 KWp Kavasila] PCC PCC voltage of L1-L2 (Vac),spes_solaris_500_kwp_kavasila__pcc_voltage_of_l1_l2__vac
[Spes Solaris 500 KWp Kavasila] PCC PCC voltage of L2-L3 (Vac),spes_solaris_500_kwp_kavasila__pcc_voltage_of_l2_l3__vac
[Spes Solaris 500 KWp Kavasila] PCC PCC voltage of L3-L1 (Vac),spes_solaris_500_kwp_kavasila__pcc_voltage_of_l3_l1__vac
[Spes Solaris 500 KWp Kavasila] PCC Production active energy export (kWh),spes_solaris_500_kwp_kavasila__pcc_production_active_energy_export__kwh
[Spes Solaris 500 KWp Kavasila] PCC Production active energy import (kWh),spes_solaris_500_kwp_kavasila__pcc_production_active_energy_import__kwh
[Spes Solaris 500 KWp Kavasila] PCC Production apparent energy (kVAh),spes_solaris_500_kwp_kavasila__pcc_production_apparent_energy__kvah
[Spes Solaris 500 KWp Kavasila] PCC Production current of phase L1 (A),spes_solaris_500_kwp_kavasila__pcc_production_current_of_phase_l1__a
[Spes Solaris 500 KWp Kavasila] PCC Production current of phase L2 (A),spes_solaris_500_kwp_kavasila__pcc_production_current_of_phase_l2__a
[Spes Solaris 500 KWp Kavasila] PCC Production current of phase L3 (A),spes_solaris_500_kwp_kavasila__pcc_production_current_of_phase_l3__a
[Spes Solaris 500 KWp Kavasila] PCC Production frequency (Hz),spes_solaris_500_kwp_kavasila__pcc_production_frequency__hz
[Spes Solaris 500 KWp Kavasila] PCC Production reactive energy export (kVArh),spes_solaris_500_kwp_kavasila__pcc_production_reactive_energy_export__kvarh
[Spes Solaris 500 KWp Kavasila] PCC Production reactive energy import (kVArh),spes_solaris_500_kwp_kavasila__pcc_production_reactive_energy_import__kvarh
[Spes Solaris 500 KWp Kavasila] PCC Production total power factor (-),spes_solaris_500_kwp_kavasila__pcc_production_total_power_factor
[Spes Solaris 500 KWp Kavasila] PCC Production voltage of L1-L2 (Vac),spes_solaris_500_kwp_kavasila__pcc_production_voltage_of_l1_l2__vac
[Spes Solaris 500 KWp Kavasila] PCC Production voltage of L2-L3 (Vac),spes_solaris_500_kwp_kavasila__pcc_production_voltage_of_l2_l3__vac
[Spes Solaris 500 KWp Kavasila] PCC Production voltage of L3-L1 (Vac),spes_solaris_500_kwp_kavasila__pcc_production_voltage_of_l3_l1__vac
[Spes Solaris 500 KWp Kavasila] PCC Total Production active power (kW),spes_solaris_500_kwp_kavasila__pcc_total_production_active_power__kw
[Spes Solaris 500 KWp Kavasila] PCC Total Production apparent power (kVA),spes_solaris_500_kwp_kavasila__pcc_total_production_apparent_power__kva
[Spes Solaris 500 KWp Kavasila] PCC Total Production reactive power (kVAr),spes_solaris_500_kwp_kavasila__pcc_total_production_reactive_power__kvar
[Spes Solaris 500 KWp Kavasila] Spes Solaris 500 KWp Kavasila Average Irradiance (W*m^-2),spes_solaris_500_kwp_kavasila__spes_solaris_500_kwp_kavasila_average_irradiance__w_m_2
[Spes Solaris 500 KWp Kavasila] Weather Station Ambient Temperature (C),spes_solaris_500_kwp_kavasila__weather_station_ambient_temperature__c
[Spes Solaris 500 KWp Kavasila] Weather Station Relative Humidity  (%),spes_solaris_500_kwp_kavasila__weather_station_relative_humidity__pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of neutral (%),spes_solaris_805_kwp_konizos__pcc_current_thd_r_of_neutral__pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of phase L1 (%),spes_solaris_805_kwp_konizos__pcc_current_thd_r_of_phase_l1__pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of phase L2 (%),spes_solaris_805_kwp_konizos__pcc_current_thd_r_of_phase_l2__pct
[Spes Solaris 805 KWp Konizos] PCC PCC Current THD-R of phase L3 (%),spes_solaris_805_kwp_konizos__pcc_current_thd_r_of_phase_l3__pct
[Spes Solaris 805 KWp Konizos] PCC PCC active energy export (kWh),spes_solaris_805_kwp_konizos__pcc_active_energy_export__kwh
[Spes Solaris 805 KWp Konizos] PCC PCC active energy import (kWh),spes_solaris_805_kwp_konizos__pcc_active_energy_import__kwh
[Spes Solaris 805 KWp Konizos] PCC PCC apparent energy (kVAh),spes_solaris_805_kwp_konizos__pcc_apparent_energy__kvah
[Spes Solaris 805 KWp Konizos] PCC PCC average current (A),spes_solaris_805_kwp_konizos__pcc_average_current__a
[Spes Solaris 805 KWp Konizos] PCC PCC average line voltage (Vac),spes_solaris_805_kwp_konizos__pcc_average_line_voltage__vac
[Spes Solaris 805 KWp Konizos] PCC PCC average phase voltage (Vac),spes_solaris_805_kwp_konizos__pcc_average_phase_voltage__vac
[Spes Solaris 805 KWp Konizos] PCC PCC current of phase L1 (A),spes_solaris_805_kwp_konizos__pcc_current_of_phase_l1__a
[Spes Solaris 805 KWp Konizos] PCC PCC current of phase L2 (A),spes_solaris_805_kwp_konizos__pcc_current_of_phase_l2__a
[Spes Solaris 805 KWp Konizos] PCC PCC current of phase L3 (A),spes_solaris_805_kwp_konizos__pcc_current_of_phase_l3__a
[Spes Solaris 805 KWp Konizos] PCC PCC current unbalance of phase L1 (%),spes_solaris_805_kwp_konizos__pcc_current_unbalance_of_phase_l1__pct
[Spes Solaris 805 KWp Konizos] PCC PCC current unbalance of phase L2 (%),spes_solaris_805_kwp_konizos__pcc_current_unbalance_of_phase_l2__pct
[Spes Solaris 805 KWp Konizos] PCC PCC current unbalance of phase L3 (%),spes_solaris_805_kwp_konizos__pcc_current_unbalance_of_phase_l3__pct
[Spes Solaris 805 KWp Konizos] PCC PCC frequency (Hz),spes_solaris_805_kwp_konizos__pcc_frequency__hz
[Spes Solaris 805 KWp Konizos] PCC PCC power factor of phase L1 (-),spes_solaris_805_kwp_konizos__pcc_power_factor_of_phase_l1
[Spes Solaris 805 KWp Konizos] PCC PCC power factor of phase L2 (-),spes_solaris_805_kwp_konizos__pcc_power_factor_of_phase_l2
[Spes Solaris 805 KWp Konizos] PCC PCC power factor of phase L3 (-),spes_solaris_805_kwp_konizos__pcc_power_factor_of_phase_l3
[Spes Solaris 805 KWp Konizos] PCC PCC reactive energy export (kVArh),spes_solaris_805_kwp_konizos__pcc_reactive_energy_export__kvarh
[Spes Solaris 805 KWp Konizos] PCC PCC reactive energy import (kVArh),spes_solaris_805_kwp_konizos__pcc_reactive_energy_import__kvarh
[Spes Solaris 805 KWp Konizos] PCC PCC total power factor (-),spes_solaris_805_kwp_konizos__pcc_total_power_factor
[Spes Solaris 805 KWp Konizos] PCC PCC voltage of L1-L2 (Vac),spes_solaris_805_kwp_konizos__pcc_voltage_of_l1_l2__vac
[Spes Solaris 805 KWp Konizos] PCC PCC voltage of L2-L3 (Vac),spes_solaris_805_kwp_konizos__pcc_voltage_of_l2_l3__vac
[Spes Solaris 805 KWp Konizos] PCC PCC voltage of L3-L1 (Vac),spes_solaris_805_kwp_konizos__pcc_voltage_of_l3_l1__vac
[Spes Solaris 805 KWp Konizos] PCC Production active energy export (kWh),spes_solaris_805_kwp_konizos__pcc_production_active_energy_export__kwh
[Spes Solaris 805 KWp Konizos] PCC Production active energy import (kWh),spes_solaris_805_kwp_konizos__pcc_production_active_energy_import__kwh
[Spes Solaris 805 KWp Konizos] PCC Production apparent energy (kVAh),spes_solaris_805_kwp_konizos__pcc_production_apparent_energy__kvah
[Spes Solaris 805 KWp Konizos] PCC Production current of phase L1 (A),spes_solaris_805_kwp_konizos__pcc_production_current_of_phase_l1__a
[Spes Solaris 805 KWp Konizos] PCC Production current of phase L2 (A),spes_solaris_805_kwp_konizos__pcc_production_current_of_phase_l2__a
[Spes Solaris 805 KWp Konizos] PCC Production current of phase L3 (A),spes_solaris_805_kwp_konizos__pcc_production_current_of_phase_l3__a
[Spes Solaris 805 KWp Konizos] PCC Production frequency (Hz),spes_solaris_805_kwp_konizos__pcc_production_frequency__hz
[Spes Solaris 805 KWp Konizos] PCC Production reactive energy export (kVArh),spes_solaris_805_kwp_konizos__pcc_production_reactive_energy_export__kvarh
[Spes Solaris 805 KWp Konizos] PCC Production reactive energy import (kVArh),spes_solaris_805_kwp_konizos__pcc_production_reactive_energy_import__kvarh
[Spes Solaris 805 KWp Konizos] PCC Production total power factor (-),spes_solaris_805_kwp_konizos__pcc_production_total_power_factor
[Spes Solaris 805 KWp Konizos] PCC Production voltage of L1-L2 (Vac),spes_solaris_805_kwp_konizos__pcc_production_voltage_of_l1_l2__vac
[Spes Solaris 805 KWp Konizos] PCC Production voltage of L2-L3 (Vac),spes_solaris_805_kwp_konizos__pcc_production_voltage_of_l2_l3__vac
[Spes Solaris 805 KWp Konizos] PCC Production voltage of L3-L1 (Vac),spes_solaris_805_kwp_konizos__pcc_production_voltage_of_l3_l1__vac
[Spes Solaris 805 KWp Konizos] PCC Total Production active power (kW),spes_solaris_805_kwp_konizos__pcc_total_production_active_power__kw
[Spes Solaris 805 KWp Konizos] PCC Total Production apparent power (kVA),spes_solaris_805_kwp_konizos__pcc_total_production_apparent_power__kva
[Spes Solaris 805 KWp Konizos] PCC Total Production reactive power (kVAr),spes_solaris_805_kwp_konizos__pcc_total_production_reactive_power__kvar
[Spes Solaris 805 KWp Konizos] Spes Solaris 805 KWp Konizos Average Irradiance (W*m^-2),spes_solaris_805_kwp_konizos__spes_solaris_805_kwp_konizos_average_irradiance__w_m_2
